x,y,z,yaw,velocity,change_flag
23.5044,-159.8649,-1.9926,1.4708,10,0
23.6687,-158.3908,-1.9925,1.4854,10,0
23.7586,-156.9272,-1.9891,1.4979,10,0
23.867,-155.4232,-1.9898,1.5047,10,0
23.9693,-153.9661,-1.995,1.5078,10,0
24.0476,-152.4922,-1.9947,1.5105,10,0
24.1365,-151.0168,-1.9901,1.512,10,0
24.2372,-149.5498,-1.995,1.513,10,0
24.3002,-148.0506,-1.9945,1.5134,10,0
24.4004,-146.5928,-1.9923,1.5136,10,0
24.4898,-145.1243,-1.9929,1.5134,10,0
24.5902,-143.6509,-1.9998,1.5134,10,0
24.655,-142.1535,-1.997,1.5139,10,0
24.7569,-140.698,-1.995,1.5136,10,0
24.8319,-139.2142,-1.9949,1.5137,10,0
24.9121,-137.7352,-1.9956,1.5136,10,0
24.9797,-136.2513,-1.9934,1.5147,10,0
25.0744,-134.7862,-1.9929,1.5156,10,0
25.1348,-133.2671,-2.0489,1.5164,10,0
25.2567,-131.8337,-2,1.5162,10,0
25.3153,-130.3402,-1.9982,1.5168,10,0
25.4088,-128.8541,-1.9959,1.5171,10,0
25.4817,-127.3751,-1.9969,1.5171,10,0
25.5636,-125.9091,-2.0021,1.5167,10,0
25.6534,-124.4268,-1.9994,1.5169,10,0
25.7381,-122.971,-1.9931,1.5165,10,0
25.8235,-121.4691,-1.9947,1.5166,10,0
25.887,-119.9899,-1.9976,1.5171,10,0
25.9459,-118.5239,-1.9982,1.5167,10,0
26.0449,-117.0655,-1.9933,1.5166,10,0
26.0975,-115.5508,-1.9964,1.5171,10,0
26.1905,-114.0972,-1.9966,1.517,10,0
26.2521,-112.612,-1.9934,1.5173,10,0
26.3404,-111.1315,-1.9988,1.5174,10,0
26.4104,-109.6602,-1.9994,1.5172,10,0
26.4943,-108.1645,-2,1.5176,10,0
26.5631,-106.7148,-1.9981,1.5172,10,0
26.6378,-105.238,-2.0017,1.5176,10,0
26.7082,-103.7696,-2.0038,1.5177,10,0
26.7921,-102.2785,-1.9962,1.5174,10,0
26.8545,-100.8293,-1.9969,1.5172,10,0
26.9451,-99.3456,-2.0012,1.5176,10,0
27.0105,-97.8588,-1.9982,1.5176,10,0
27.0928,-96.3779,-1.9961,1.5182,10,0
27.173,-94.931,-1.9967,1.5173,10,0
27.2555,-93.4704,-1.9935,1.5175,10,0
27.3324,-91.9779,-1.9907,1.5173,10,0
27.4017,-90.4895,-1.9991,1.5174,10,0
27.4713,-89.0358,-1.9954,1.517,10,0
27.5811,-87.5625,-1.9976,1.5174,10,0
27.6519,-86.0868,-2.0001,1.5172,10,0
27.7265,-84.5964,-2,1.5174,10,0
27.814,-83.1384,-2.0018,1.5169,10,0
27.888,-81.6499,-1.9954,1.5167,10,0
27.9819,-80.1839,-2.0019,1.5167,10,0
28.0351,-78.6905,-2,1.5162,10,0
28.1331,-77.2393,-1.9993,1.5169,10,0
28.2024,-75.7483,-1.9951,1.5164,10,0
28.2934,-74.286,-2.0015,1.5164,10,0
28.3668,-72.8112,-1.997,1.5172,10,0
28.4615,-71.3459,-2.0007,1.5168,10,0
28.5291,-69.8437,-1.9988,1.5167,10,0
28.6074,-68.3846,-2.0028,1.5166,10,0
28.6915,-66.9083,-1.9957,1.5164,10,0
28.7749,-65.441,-2.0037,1.5167,10,0
28.8504,-63.9568,-1.9961,1.5166,10,0
28.9148,-62.5191,-1.9984,1.5159,10,0
29.001,-61.0137,-1.9953,1.5164,10,0
29.089,-59.5462,-1.9974,1.5162,10,0
29.1602,-58.0539,-1.9968,1.5164,10,0
29.2472,-56.5846,-1.9986,1.5187,10,0
29.3207,-55.1134,-1.9967,1.5244,10,0
29.3923,-53.6183,-1.9985,1.5335,10,0
29.4275,-52.1597,-1.9956,1.5444,10,0
29.4511,-50.6899,-1.9982,1.557,10,0
29.4685,-49.2044,-1.9993,1.5695,10,0
29.4767,-47.7254,-1.9966,1.583,10,0
29.444,-46.2663,-1.9965,1.5935,10,0
29.397,-44.7945,-1.995,1.5998,10,0
29.3464,-43.3474,-1.9975,1.6054,10,0
29.3571,-41.9954,-1.9978,1.6224,10,0
29.3521,-40.8026,-1.9953,1.6433,10,0
29.3664,-39.7944,-1.9958,1.6611,10,0
29.3849,-38.5908,-1.9986,1.6821,10,0
29.2818,-37.3476,-1.996,1.6737,10,0
29.2146,-36.3215,-1.9986,1.6721,10,0
28.9915,-35.1626,-1.9988,1.6238,10,0
28.8953,-34.1071,-1.9963,1.6272,10,0
28.8419,-32.7377,-1.9958,1.6419,10,0
28.7786,-31.6919,-1.9946,1.6542,10,0
